"idea_id","category_id","category_name","subcategory_id","subcategory_name","collection_id","status","title","slug","summary","tags","pros_json","cons_json","verdict","trend_score","tier","","","","","","","","","",""
"IDEA-00348","CAT-035","Aerospace & Defense Tech","SUB-348","Aerospace Component Testing Software","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00349","CAT-035","Aerospace & Defense Tech","SUB-349","Air Traffic Control Automation","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00350","CAT-035","Aerospace & Defense Tech","SUB-350","CubeSat Mission Planning Software","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00351","CAT-036","Climate & Environmental Analytics","SUB-351","Scope 1-3 Carbon Accounting Software","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00352","CAT-036","Climate & Environmental Analytics","SUB-352","Biodiversity & Forest Canopy Mapping","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00353","CAT-036","Climate & Environmental Analytics","SUB-353","Flood & Natural Disaster Risk Modeling","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00354","CAT-036","Climate & Environmental Analytics","SUB-354","Methane Emission Detection Systems","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00355","CAT-036","Climate & Environmental Analytics","SUB-355","Environmental Impact Reporting Portals","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00356","CAT-036","Climate & Environmental Analytics","SUB-356","Ocean Health & Water Quality Analytics","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00357","CAT-036","Climate & Environmental Analytics","SUB-357","Wildfire Risk Prediction & Early Warning","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00358","CAT-036","Climate & Environmental Analytics","SUB-358","Climate Risk ESG Compliance Suites","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00359","CAT-036","Climate & Environmental Analytics","SUB-359","Soil Carbon Sequestration Tracking","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00360","CAT-036","Climate & Environmental Analytics","SUB-360","Urban Heat Island Monitoring Tech","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00361","CAT-037","DeepTech & Advanced Materials","SUB-361","Quantum Computing Algorithm Simulators","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00362","CAT-037","DeepTech & Advanced Materials","SUB-362","Synthetic Biology & Protein Engineering","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00363","CAT-037","DeepTech & Advanced Materials","SUB-363","Advanced Polymer & Material Discovery","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00364","CAT-037","DeepTech & Advanced Materials","SUB-364","Nanotechnology Manufacturing Quality Control","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00365","CAT-037","DeepTech & Advanced Materials","SUB-365","Semiconductor Yield Optimization Software","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00366","CAT-037","DeepTech & Advanced Materials","SUB-366","Fusion Energy Simulation Systems","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00367","CAT-037","DeepTech & Advanced Materials","SUB-367","Superconductor Discovery Software","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00368","CAT-037","DeepTech & Advanced Materials","SUB-368","Optical & Photonics Circuit Design","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00369","CAT-037","DeepTech & Advanced Materials","SUB-369","Graphene Application Analytics","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00370","CAT-037","DeepTech & Advanced Materials","SUB-370","Lab-Grown Material Lifecycle Tracking","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00371","CAT-038","Non-Profit & Social Impact Tech","SUB-371","Donor Management & Recurring CRM","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00372","CAT-038","Non-Profit & Social Impact Tech","SUB-372","Grant Writing & Application Automation","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00373","CAT-038","Non-Profit & Social Impact Tech","SUB-373","Volunteer Scheduling & Engagement","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00374","CAT-038","Non-Profit & Social Impact Tech","SUB-374","Fundraising Campaign Analytics","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00375","CAT-038","Non-Profit & Social Impact Tech","SUB-375","Impact Measurement & Social ROI Trackers","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00376","CAT-038","Non-Profit & Social Impact Tech","SUB-376","Peer-to-Peer Fundraising Marketplaces","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00377","CAT-038","Non-Profit & Social Impact Tech","SUB-377","Food Bank & Surplus Logistics Portals","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00378","CAT-038","Non-Profit & Social Impact Tech","SUB-378","Non-Profit Board Governance Software","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00379","CAT-038","Non-Profit & Social Impact Tech","SUB-379","NGO Global Relief Tracking Platforms","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00380","CAT-038","Non-Profit & Social Impact Tech","SUB-380","Community Crowdfunding Engines","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00381","CAT-039","Government & Civic Tech (GovTech)","SUB-381","Public Records Request (FOIA) Portals","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00382","CAT-039","Government & Civic Tech (GovTech)","SUB-382","Digital Citizen Permitting & Licensing","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00383","CAT-039","Government & Civic Tech (GovTech)","SUB-383","Municipal Budgeting & Open Data Tools","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00384","CAT-039","Government & Civic Tech (GovTech)","SUB-384","Smart City Infrastructure Dashboards","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00385","CAT-039","Government & Civic Tech (GovTech)","SUB-385","Public Hearing & Community Feedback Apps","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00386","CAT-039","Government & Civic Tech (GovTech)","SUB-386","Tax Collection & Assessment Software","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00387","CAT-039","Government & Civic Tech (GovTech)","SUB-387","Election & Ballot Audit Technology","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00388","CAT-039","Government & Civic Tech (GovTech)","SUB-388","Emergency Alert System Management","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00389","CAT-039","Government & Civic Tech (GovTech)","SUB-389","Urban Zoning & Land Use Analytics","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00390","CAT-039","Government & Civic Tech (GovTech)","SUB-390","Public Transit Schedule Management","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00391","CAT-040","Media Broadcasting & Music Tech","SUB-391","Automated Closed Captioning & Subtitling","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00392","CAT-040","Media Broadcasting & Music Tech","SUB-392","Music Royalty & Rights Management","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00393","CAT-040","Media Broadcasting & Music Tech","SUB-393","Live Event Broadcast Audio Processing","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00394","CAT-040","Media Broadcasting & Music Tech","SUB-394","Podcasting Network Distribution Tools","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00395","CAT-040","Media Broadcasting & Music Tech","SUB-395","Digital Rights Management (DRM) Systems","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00396","CAT-040","Media Broadcasting & Music Tech","SUB-396","Film & TV Production Budgeting Software","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00397","CAT-040","Media Broadcasting & Music Tech","SUB-397","AI Speech Synthesis & Voice Dubbing","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00398","CAT-040","Media Broadcasting & Music Tech","SUB-398","Content Distribution Network (CDN) Tracking","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00399","CAT-040","Media Broadcasting & Music Tech","SUB-399","Video Asset Archiving & Metadata Tagging","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00400","CAT-040","Media Broadcasting & Music Tech","SUB-400","Broadcast News Automation Platforms","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00401","CAT-041","Senior Living & AgeTech","SUB-401","Elderly Fall Detection & Alert Systems","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00402","CAT-041","Senior Living & AgeTech","SUB-402","Senior Community Activities & Engagement","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00403","CAT-041","Senior Living & AgeTech","SUB-403","Medication Adherence & Reminder Tech","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00404","CAT-041","Senior Living & AgeTech","SUB-404","Family Caregiver Communication Apps","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00405","CAT-041","Senior Living & AgeTech","SUB-405","Assisted Living Facility Management","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00406","CAT-041","Senior Living & AgeTech","SUB-406","Cognitive Health & Memory Tracking Apps","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00407","CAT-041","Senior Living & AgeTech","SUB-407","Senior Mobility & Transportation Booking","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00408","CAT-041","Senior Living & AgeTech","SUB-408","In-Home Caregiver Scheduling Systems","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00409","CAT-041","Senior Living & AgeTech","SUB-409","Universal Access & Hearing Assist Tools","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00410","CAT-041","Senior Living & AgeTech","SUB-410","Senior Financial Scam Protection Tools","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00411","CAT-042","Maritime & Port Tech","SUB-411","Port Terminal Operating Systems (TOS)","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00412","CAT-042","Maritime & Port Tech","SUB-412","Vessel Fuel Efficiency & Route Optimization","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00413","CAT-042","Maritime & Port Tech","SUB-413","Maritime Freight Clearance Software","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00414","CAT-042","Maritime & Port Tech","SUB-414","Autonomous Vessel Navigation Tools","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00415","CAT-042","Maritime & Port Tech","SUB-415","Ocean Container Condition Monitoring","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00416","CAT-042","Maritime & Port Tech","SUB-416","Marine Hull Maintenance & Inspection","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00417","CAT-042","Maritime & Port Tech","SUB-417","Offshore Rig Safety & Sensor Tech","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00418","CAT-042","Maritime & Port Tech","SUB-418","Maritime Crew Payroll & Scheduling","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00419","CAT-042","Maritime & Port Tech","SUB-419","Harbor Pilotage & Tug Dispatch Software","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00420","CAT-042","Maritime & Port Tech","SUB-420","Marine Environmental Compliance Trackers","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00421","CAT-043","Safety & Emergency Services","SUB-421","911 Dispatch & Computer-Aided Dispatch (CAD)","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00422","CAT-043","Safety & Emergency Services","SUB-422","First Responder Location & Sensor Tech","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00423","CAT-043","Safety & Emergency Services","SUB-423","Disaster Evacuation Route Planning","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00424","CAT-043","Safety & Emergency Services","SUB-424","Fire Incident Command Software","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00425","CAT-043","Safety & Emergency Services","SUB-425","Hazardous Material (Hazmat) Tracking","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00426","CAT-043","Safety & Emergency Services","SUB-426","Search and Rescue Drone Control Systems","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00427","CAT-043","Safety & Emergency Services","SUB-427","Emergency Equipment Maintenance Systems","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00428","CAT-043","Safety & Emergency Services","SUB-428","Campus & Enterprise Panic Alert Software","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00429","CAT-043","Safety & Emergency Services","SUB-429","Active Shooter Response Analytics","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00430","CAT-043","Safety & Emergency Services","SUB-430","Community Mutual Aid Coordination","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00431","CAT-044","Sports & Athletics Performance","SUB-431","Athlete Biometrics & Workload Trackers","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00432","CAT-044","Sports & Athletics Performance","SUB-432","Video Breakdown & Tactical Analytics","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00433","CAT-044","Sports & Athletics Performance","SUB-433","Sports Injury Rehabilitation Apps","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00434","CAT-044","Sports & Athletics Performance","SUB-434","Youth Sports Team Management Software","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00435","CAT-044","Sports & Athletics Performance","SUB-435","Stadium Concession & Ticketing Systems","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00436","CAT-044","Sports & Athletics Performance","SUB-436","Athletic Scouting & Talent Databases","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00437","CAT-044","Sports & Athletics Performance","SUB-437","High-School Sports League Schedulers","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00438","CAT-044","Sports & Athletics Performance","SUB-438","Endurance Sports Race Timing Systems","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00439","CAT-044","Sports & Athletics Performance","SUB-439","Golf Swing & Ball Flight Analytics","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00440","CAT-044","Sports & Athletics Performance","SUB-440","Sports Facility Booking & Reservation","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00441","CAT-045","Virtual & Augmented Reality Tech","SUB-441","Spatial Computing UI Design Kits","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00442","CAT-045","Virtual & Augmented Reality Tech","SUB-442","Enterprise VR Industrial Training Software","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00443","CAT-045","Virtual & Augmented Reality Tech","SUB-443","AR Architectural Visualization Apps","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00444","CAT-045","Virtual & Augmented Reality Tech","SUB-444","Medical VR Surgical Simulators","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00445","CAT-045","Virtual & Augmented Reality Tech","SUB-445","Virtual Showroom & Event Infrastructure","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00446","CAT-045","Virtual & Augmented Reality Tech","SUB-446","WebXR Browser Experience Builders","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00447","CAT-045","Virtual & Augmented Reality Tech","SUB-447","VR Motion Sickness Reduction SDKs","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00448","CAT-045","Virtual & Augmented Reality Tech","SUB-448","AR Maintenance Guidance Overlay Software","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00449","CAT-045","Virtual & Augmented Reality Tech","SUB-449","Photogrammetry 3D Spatial Asset Generators","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00450","CAT-045","Virtual & Augmented Reality Tech","SUB-450","Haptic Feedback Integration SDKs","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00451","CAT-046","Robotics & Industrial Automation","SUB-451","Warehouse Collaborative Robots (Cobots)","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00452","CAT-046","Robotics & Industrial Automation","SUB-452","Robotic Process Automation (RPA) Bots","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00453","CAT-046","Robotics & Industrial Automation","SUB-453","Industrial Robotic Arm Calibration","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00454","CAT-046","Robotics & Industrial Automation","SUB-454","Autonomous Mobile Robot (AMR) Fleet Ops","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00455","CAT-046","Robotics & Industrial Automation","SUB-455","Agricultural Robotic Harvesters","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00456","CAT-046","Robotics & Industrial Automation","SUB-456","Cleaning & Sanitation Robotics","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00457","CAT-046","Robotics & Industrial Automation","SUB-457","Drone Inspection & Repair Automation","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00458","CAT-046","Robotics & Industrial Automation","SUB-458","Micro-Robotics for Surgical Procedures","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00459","CAT-046","Robotics & Industrial Automation","SUB-459","Robotic Vision & Tactile Perception","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00460","CAT-046","Robotics & Industrial Automation","SUB-460","Exoskeleton Workwear & Industrial Support","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00461","CAT-047","Mental Health & Wellness Tech","SUB-461","Cognitive Behavioral Therapy (CBT) Apps","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00462","CAT-047","Mental Health & Wellness Tech","SUB-462","Workplace Burnout Prevention Diagnostics","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00463","CAT-047","Mental Health & Wellness Tech","SUB-463","Guided Meditation & Breathwork Platforms","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00464","CAT-047","Mental Health & Wellness Tech","SUB-464","Sleep Disorder Diagnostics & Tracking","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00465","CAT-047","Mental Health & Wellness Tech","SUB-465","Addiction Recovery & Habit Coaching","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00466","CAT-047","Mental Health & Wellness Tech","SUB-466","Neurofeedback & EEG Brainwave Analytics","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00467","CAT-047","Mental Health & Wellness Tech","SUB-467","Digital Art & Sound Therapy Tools","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00468","CAT-047","Mental Health & Wellness Tech","SUB-468","Youth & Teen Mental Health Monitoring","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00469","CAT-047","Mental Health & Wellness Tech","SUB-469","Tele-Psychiatry & Specialized Counseling","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00470","CAT-047","Mental Health & Wellness Tech","SUB-470","VR-Based Exposure Therapy Suites","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00471","CAT-048","Education Infrastructure & Campus Operations","SUB-471","University Student Lifecycle CRM","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00472","CAT-048","Education Infrastructure & Campus Operations","SUB-472","Automated Exam Proctoring Platforms","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00473","CAT-048","Education Infrastructure & Campus Operations","SUB-473","Campus Safety & Lockdown Alerts","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00474","CAT-048","Education Infrastructure & Campus Operations","SUB-474","K-12 Student Attendance & Bus Tracking","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00475","CAT-048","Education Infrastructure & Campus Operations","SUB-475","Digital Textbook & LMS Asset Marketplaces","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00476","CAT-048","Education Infrastructure & Campus Operations","SUB-476","Alumni Network & Endowment Portals","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00477","CAT-048","Education Infrastructure & Campus Operations","SUB-477","Student Financial Aid & Scholarship Search","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00478","CAT-048","Education Infrastructure & Campus Operations","SUB-478","School Cafeteria & Nutrition Planning","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00479","CAT-048","Education Infrastructure & Campus Operations","SUB-479","Educational Accreditation Compliance Tech","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00480","CAT-048","Education Infrastructure & Campus Operations","SUB-480","Classroom Interactive Whiteboard Software","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00481","CAT-049","Chemical Mining & Heavy Industry","SUB-481","Mine Site Safety & Geotechnical Sensors","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00482","CAT-049","Chemical Mining & Heavy Industry","SUB-482","Chemical Hazardous Material Compliance","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00483","CAT-049","Chemical Mining & Heavy Industry","SUB-483","Mineral Processing Efficiency Analytics","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00484","CAT-049","Chemical Mining & Heavy Industry","SUB-484","Ore Extraction Predictive Maintenance","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00485","CAT-049","Chemical Mining & Heavy Industry","SUB-485","Tailings Storage Facility Monitoring","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00486","CAT-049","Chemical Mining & Heavy Industry","SUB-486","Heavy Machinery Telematics & Fuel Ops","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00487","CAT-049","Chemical Mining & Heavy Industry","SUB-487","Industrial Wastewater Treatment Tech","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00488","CAT-049","Chemical Mining & Heavy Industry","SUB-488","Metallurgical Lab Data Management","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00489","CAT-049","Chemical Mining & Heavy Industry","SUB-489","Underground Tunneling Telemetry","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00490","CAT-049","Chemical Mining & Heavy Industry","SUB-490","Explosives & Blasting Safety Software","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00491","CAT-050","Waste Management & Circular Economy","SUB-491","Smart Trash Can & Bin Sensor Networks","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00492","CAT-050","Waste Management & Circular Economy","SUB-492","E-Waste Collection & Recycling Platforms","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00493","CAT-050","Waste Management & Circular Economy","SUB-493","Commercial Composting & Organic Waste","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00494","CAT-050","Waste Management & Circular Economy","SUB-494","Scrap Metal Trading Marketplaces","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00495","CAT-050","Waste Management & Circular Economy","SUB-495","Industrial Plastic Recycling Tracking","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00496","CAT-050","Waste Management & Circular Economy","SUB-496","Reverse Logistics & Returns Processing","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00497","CAT-050","Waste Management & Circular Economy","SUB-497","Municipal Solid Waste Route Optimization","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00498","CAT-050","Waste Management & Circular Economy","SUB-498","Hazardous Waste Manifest Tracking","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00499","CAT-050","Waste Management & Circular Economy","SUB-499","Upcycled Material Marketplace Networks","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00500","CAT-050","Waste Management & Circular Economy","SUB-500","Textile & Garment Recycling Logistics","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00501","CAT-051","Micro-Mobility & Urban Transit Tech","SUB-501","Electric Scooter Fleet Analytics","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00502","CAT-051","Micro-Mobility & Urban Transit Tech","SUB-502","Bike-Share Station Optimization","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00503","CAT-051","Micro-Mobility & Urban Transit Tech","SUB-503","Urban Congestion Pricing Software","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00504","CAT-051","Micro-Mobility & Urban Transit Tech","SUB-504","Micro-EV Charging Hub Management","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00505","CAT-051","Micro-Mobility & Urban Transit Tech","SUB-505","Commuter Carpooling & Vanpool Apps","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00506","CAT-051","Micro-Mobility & Urban Transit Tech","SUB-506","Pedestrian Flow & Sidewalk Analytics","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00507","CAT-051","Micro-Mobility & Urban Transit Tech","SUB-507","Smart Bus Stop & Schedule Display Tech","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00508","CAT-051","Micro-Mobility & Urban Transit Tech","SUB-508","Parking Garage Occupancy Sensors","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00509","CAT-051","Micro-Mobility & Urban Transit Tech","SUB-509","Urban Freight Curb Management Portals","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00510","CAT-051","Micro-Mobility & Urban Transit Tech","SUB-510","Transit Accessibility & Paratransit Booking","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
"IDEA-00511","CAT-052","Personalized Medicine & Genomics","SUB-511","Pharmacogenomics Testing & Reporting","COL-DEFAULT","pending","","","","","","","","","","","","","","","","","","",""
